Type,CurrentGen,Arch,CpuCores,CpuThreadsPerCore,VCpu,GpuCount,GpuName,MemoryMiB,EbsOnly,InstanceStorage,NetPerf,EbsBwMbps,HasGPU,USDPerHr
m6id.24xlarge,True,x86_64,48,2,96,,,393216,default,5700.0,37.5 Gigabit,30000.0,False,5.6952
m5n.24xlarge,True,x86_64,48,2,96,,,393216,default,,100 Gigabit,19000.0,False,5.712
m5n.metal,True,x86_64,48,2,96,,,393216,default,,100 Gigabit,19000.0,False,5.712
m8a.metal-24xl,True,x86_64,96,1,96,,,393216,default,,40 Gigabit,30000.0,False,5.84256
m8a.24xlarge,True,x86_64,96,1,96,,,393216,default,,40 Gigabit,30000.0,False,5.84256
m6i.metal,False,x86_64,64,2,128,,,524288,default,,50 Gigabit,40000.0,False,6.144
m6i.32xlarge,False,x86_64,64,2,128,,,524288,default,,50 Gigabit,40000.0,False,6.144
m5dn.24xlarge,True,x86_64,48,2,96,,,393216,default,3600.0,100 Gigabit,19000.0,False,6.528
m5dn.metal,True,x86_64,48,2,96,,,393216,default,3600.0,100 Gigabit,19000.0,False,6.528
m6in.24xlarge,True,x86_64,48,2,96,,,393216,default,,150 Gigabit,75000.0,False,6.68304
m8i.32xlarge,True,x86_64,64,2,128,,,524288,default,,50 Gigabit,40000.0,False,6.77376
m8gb.24xlarge,True,arm64,96,1,96,,,393216,default,,200 Gigabit,150000.0,False,6.984
m8gn.24xlarge,True,arm64,96,1,96,,,393216,default,,300 Gigabit,60000.0,False,6.984
m7a.32xlarge,True,x86_64,128,1,128,,,524288,default,,50 Gigabit,40000.0,False,7.41888
m6id.metal,True,x86_64,64,2,128,,,524288,default,7600.0,50 Gigabit,40000.0,False,7.5936
m6id.32xlarge,True,x86_64,64,2,128,,,524288,default,7600.0,50 Gigabit,40000.0,False,7.5936
m6idn.24xlarge,True,x86_64,48,2,96,,,393216,default,5700.0,150 Gigabit,75000.0,False,7.63776
m6a.metal,True,x86_64,96,2,192,,,786432,default,,50 Gigabit,40000.0,False,8.2944
m6a.48xlarge,True,x86_64,96,2,192,,,786432,default,,50 Gigabit,40000.0,False,8.2944
m8g.48xlarge,True,arm64,192,1,192,,,786432,default,,50 Gigabit,40000.0,False,8.61696
m8g.metal-48xl,True,arm64,192,1,192,,,786432,default,,50 Gigabit,40000.0,False,8.61696
m6in.32xlarge,True,x86_64,64,2,128,,,524288,default,,200 Gigabit,100000.0,False,8.91072
m6in.metal,True,x86_64,64,2,128,,,524288,default,,200 Gigabit,100000.0,False,8.91072
m7i.metal-48xl,True,x86_64,96,2,192,,,786432,default,,50 Gigabit,40000.0,False,9.6768
m7i.48xlarge,True,x86_64,96,2,192,,,786432,default,,50 Gigabit,40000.0,False,9.6768
m8i.metal-48xl,True,x86_64,96,2,192,,,786432,default,,75 Gigabit,60000.0,False,10.16064
m8i.48xlarge,True,x86_64,96,2,192,,,786432,default,,75 Gigabit,60000.0,False,10.16064
m6idn.32xlarge,True,x86_64,64,2,128,,,524288,default,7600.0,200 Gigabit,100000.0,False,10.18368
m6idn.metal,True,x86_64,64,2,128,,,524288,default,7600.0,200 Gigabit,100000.0,False,10.18368
m8gd.metal-48xl,True,arm64,192,1,192,,,786432,default,11400.0,50 Gigabit,40000.0,False,11.07072
m8gd.48xlarge,True,arm64,192,1,192,,,786432,default,11400.0,50 Gigabit,40000.0,False,11.07072
m7a.metal-48xl,True,x86_64,192,1,192,,,786432,default,,50 Gigabit,40000.0,False,11.12832
m7a.48xlarge,True,x86_64,192,1,192,,,786432,default,,50 Gigabit,40000.0,False,11.12832
m8a.metal-48xl,True,x86_64,192,1,192,,,786432,default,,75 Gigabit,60000.0,False,11.68512
m8a.48xlarge,True,x86_64,192,1,192,,,786432,default,,75 Gigabit,60000.0,False,11.68512
m8gn.48xlarge,True,arm64,192,1,192,,,786432,default,,600 Gigabit,60000.0,False,13.968
m8i.96xlarge,True,x86_64,192,2,384,,,1572864,default,,100 Gigabit,80000.0,False,20.32128
m8i.metal-96xl,True,x86_64,192,2,384,,,1572864,default,,100 Gigabit,80000.0,False,20.32128
mac-m4.metal,True,arm64_mac,10,1,10,,,24576,default,1900.0,10 Gigabit,8000.0,False,
mac-m4pro.metal,True,arm64_mac,14,1,14,,,49152,default,1900.0,10 Gigabit,8000.0,False,
mac1.metal,True,x86_64_mac,6,2,12,,,32768,default,,25 Gigabit,14000.0,False,
mac2-m1ultra.metal,True,arm64_mac,20,1,20,,,131072,default,,10 Gigabit,10000.0,False,
mac2-m2.metal,True,arm64_mac,8,1,8,,,24576,default,,10 Gigabit,8000.0,False,
mac2-m2pro.metal,True,arm64_mac,12,1,12,,,32768,default,,10 Gigabit,8000.0,False,
mac2.metal,True,arm64_mac,4,2,8,,,16384,default,,10 Gigabit,10000.0,False,
